"No.","Time","Source","Destination","Protocol","Length","Info","src port","dest port","hard src addr","hard dest addr","UTC time","The RTT to ACK the segment was"
"32790","124.292539","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=179/45824, ttl=128 (reply in 32794)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:08.237231",""
"32794","124.352824","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=179/45824, ttl=254 (request in 32790)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:08.297516",""
"32800","125.350184","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=180/46080, ttl=128 (reply in 32801)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:09.294876",""
"32801","125.353982","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=180/46080, ttl=254 (request in 32800)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:09.298674",""
"32803","126.365181","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=181/46336, ttl=128 (reply in 32804)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:10.309873",""
"32804","126.371529","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=181/46336, ttl=254 (request in 32803)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:10.316221",""
"32806","127.384536","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=182/46592, ttl=128 (reply in 32807)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:11.329228",""
"32807","127.392780","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=182/46592, ttl=254 (request in 32806)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:11.337472",""
"32810","128.401152","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=183/46848, ttl=128 (reply in 32811)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:12.345844",""
"32811","128.419557","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=183/46848, ttl=254 (request in 32810)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:12.364249",""
"32836","129.414606","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=184/47104, ttl=128 (reply in 32837)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:13.359298",""
"32837","129.419799","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=184/47104, ttl=254 (request in 32836)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:13.364491",""
"32880","130.426048","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=185/47360, ttl=128 (reply in 32881)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:14.370740",""
"32881","130.432771","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=185/47360, ttl=254 (request in 32880)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:14.377463",""
"32893","131.449549","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=186/47616, ttl=128 (reply in 32894)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:15.394241",""
"32894","131.457744","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=186/47616, ttl=254 (request in 32893)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:15.402436",""
"32909","132.472057","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=187/47872, ttl=128 (reply in 32910)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:16.416749",""
"32910","132.535251","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=187/47872, ttl=254 (request in 32909)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:16.479943",""
"32915","133.496373","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=188/48128, ttl=128 (reply in 32916)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:17.441065",""
"32916","133.540594","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=188/48128, ttl=254 (request in 32915)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:17.485286",""
"32951","134.510141","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=189/48384, ttl=128 (reply in 32952)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:18.454833",""
"32952","134.580919","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=189/48384, ttl=254 (request in 32951)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:18.525611",""
"32955","135.522231","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=190/48640, ttl=128 (reply in 32956)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:19.466923",""
"32956","135.608960","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=190/48640, ttl=254 (request in 32955)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:19.553652",""
"32957","136.539230","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=191/48896, ttl=128 (reply in 32958)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:20.483922",""
"32958","136.624353","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=191/48896, ttl=254 (request in 32957)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:20.569045",""
"32960","137.557411","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=192/49152, ttl=128 (reply in 32961)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:21.502103",""
"32961","137.566887","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=192/49152, ttl=254 (request in 32960)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:21.511579",""
"33056","138.586224","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=193/49408, ttl=128 (reply in 33057)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:22.530916",""
"33057","138.599558","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=193/49408, ttl=254 (request in 33056)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:22.544250",""
"33325","139.639458","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=194/49664, ttl=128 (reply in 33326)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:23.584150",""
"33326","139.643180","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=194/49664, ttl=254 (request in 33325)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:23.587872",""
"33358","140.644984","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=195/49920, ttl=128 (reply in 33359)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:24.589676",""
"33359","140.658138","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=195/49920, ttl=254 (request in 33358)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:24.602830",""
"33378","141.659430","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=196/50176, ttl=128 (reply in 33379)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:25.604122",""
"33379","141.664389","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=196/50176, ttl=254 (request in 33378)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:25.609081",""
"33403","142.673845","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=197/50432, ttl=128 (reply in 33404)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:26.618537",""
"33404","142.678728","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=197/50432, ttl=254 (request in 33403)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:26.623420",""
"33418","143.685017","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=198/50688, ttl=128 (reply in 33419)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:27.629709",""
"33419","143.692875","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=198/50688, ttl=254 (request in 33418)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:27.637567",""
"33431","144.694382","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=199/50944, ttl=128 (reply in 33434)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:28.639074",""
"33434","144.753591","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=199/50944, ttl=254 (request in 33431)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:28.698283",""
"33442","145.702654","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=200/51200, ttl=128 (reply in 33443)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:29.647346",""
"33443","145.734387","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=200/51200, ttl=254 (request in 33442)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:29.679079",""
"33454","146.717108","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=201/51456, ttl=128 (reply in 33455)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:30.661800",""
"33455","146.721785","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=201/51456, ttl=254 (request in 33454)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:30.666477",""
"33525","147.724570","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=202/51712, ttl=128 (reply in 33528)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:31.669262",""
"33528","147.831434","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=202/51712, ttl=254 (request in 33525)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:31.776126",""
"33720","148.739374","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=203/51968, ttl=128 (reply in 33723)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:32.684066",""
"33723","148.772718","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=203/51968, ttl=254 (request in 33720)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:32.717410",""
"33729","149.754934","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=204/52224, ttl=128 (reply in 33730)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:33.699626",""
"33730","149.936037","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=204/52224, ttl=254 (request in 33729)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:33.880729",""
"33731","150.783167","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=205/52480, ttl=128 (reply in 33732)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:34.727859",""
"33732","150.795932","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=205/52480, ttl=254 (request in 33731)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:34.740624",""
"33755","151.796646","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=206/52736, ttl=128 (reply in 33756)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:35.741338",""
"33756","151.800540","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=206/52736, ttl=254 (request in 33755)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:35.745232",""
"33996","152.807909","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=207/52992, ttl=128 (reply in 33998)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:36.752601",""
"33998","152.814524","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=207/52992, ttl=254 (request in 33996)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:36.759216",""
"34063","153.813599","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=208/53248, ttl=128 (reply in 34067)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:37.758291",""
"34067","153.819896","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=208/53248, ttl=254 (request in 34063)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:37.764588",""
"34290","154.822260","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=209/53504, ttl=128 (reply in 34291)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:38.766952",""
"34291","154.825594","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=209/53504, ttl=254 (request in 34290)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:38.770286",""
"34292","155.827026","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=210/53760, ttl=128 (reply in 34293)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:39.771718",""
"34293","155.834860","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=210/53760, ttl=254 (request in 34292)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:39.779552",""
"34385","156.872532","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=211/54016, ttl=128 (reply in 34408)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:40.817224",""
"34408","156.887206","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=211/54016, ttl=254 (request in 34385)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:40.831898",""
"35224","157.889047","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=212/54272, ttl=128 (reply in 35265)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:41.833739",""
"35265","157.921933","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=212/54272, ttl=254 (request in 35224)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:41.866625",""
"36487","158.906014","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=213/54528, ttl=128 (reply in 36548)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:42.850706",""
"36548","158.940797","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=213/54528, ttl=254 (request in 36487)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:42.885489",""
"38194","159.922400","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=214/54784, ttl=128 (reply in 38285)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:43.867092",""
"38285","159.990150","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=214/54784, ttl=254 (request in 38194)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:43.934842",""
"38591","160.930003","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=215/55040, ttl=128 (reply in 38621)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:44.874695",""
"38621","161.049969","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=215/55040, ttl=254 (request in 38591)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:44.994661",""
"39340","161.960008","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=216/55296, ttl=128 (reply in 39357)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:45.904700",""
"39357","161.968081","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=216/55296, ttl=254 (request in 39340)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:45.912773",""
"40138","162.970284","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=217/55552, ttl=128 (reply in 40235)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:46.914976",""
"40235","163.084112","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=217/55552, ttl=254 (request in 40138)","","","RuckusWirele_51:cf:81","ChongqingFug_3f:bf:53","01:28:47.028804",""
"41203","163.990007","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=218/55808, ttl=128 (reply in 41349)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:47.934699",""
"41349","164.083380","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=218/55808, ttl=254 (request in 41203)","","","RuckusWirele_51:cf:81","ChongqingFug_3f:bf:53","01:28:48.028072",""
"42266","165.011014","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=219/56064, ttl=128 (reply in 42347)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:48.955706",""
"42347","165.088935","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=219/56064, ttl=254 (request in 42266)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:49.033627",""
"42821","166.036450","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=220/56320, ttl=128 (reply in 42825)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:49.981142",""
"42825","166.064219","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=220/56320, ttl=254 (request in 42821)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:50.008911",""
"43003","167.060748","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=221/56576, ttl=128 (reply in 43005)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:51.005440",""
"43005","167.071863","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=221/56576, ttl=254 (request in 43003)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:51.016555",""
"43109","168.075913","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=222/56832, ttl=128 (reply in 43110)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:52.020605",""
"43110","168.083259","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=222/56832, ttl=254 (request in 43109)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:52.027951",""
"43155","169.089460","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=223/57088, ttl=128 (reply in 43157)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:53.034152",""
"43157","169.205155","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=223/57088, ttl=254 (request in 43155)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:53.149847",""
"43166","170.111226","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=224/57344, ttl=128 (reply in 43167)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:54.055918",""
"43167","170.117622","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=224/57344, ttl=254 (request in 43166)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:54.062314",""
"43172","171.127639","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=225/57600, ttl=128 (reply in 43173)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:55.072331",""
"43173","171.135283","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=225/57600, ttl=254 (request in 43172)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:55.079975",""
"43221","172.142359","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=226/57856, ttl=128 (reply in 43227)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:56.087051",""
"43227","172.145870","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=226/57856, ttl=254 (request in 43221)","","","RuckusWirele_51:cf:81","ChongqingFug_3f:bf:53","01:28:56.090562",""
"43240","173.155638","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=227/58112, ttl=128 (reply in 43241)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:57.100330",""
"43241","173.163495","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=227/58112, ttl=254 (request in 43240)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:57.108187",""
"43243","174.169688","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=228/58368, ttl=128 (reply in 43245)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:58.114380",""
"43245","174.557148","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=228/58368, ttl=254 (request in 43243)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:58.501840",""
"43257","175.176479","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=229/58624, ttl=128 (reply in 43261)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:28:59.121171",""
"43261","175.424196","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=229/58624, ttl=254 (request in 43257)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:28:59.368888",""
"43276","176.193876","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=230/58880, ttl=128 (reply in 43277)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:00.138568",""
"43277","176.241579","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=230/58880, ttl=254 (request in 43276)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:00.186271",""
"43284","177.209537","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=231/59136, ttl=128 (reply in 43285)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:01.154229",""
"43285","177.249607","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=231/59136, ttl=254 (request in 43284)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:01.194299",""
"43291","178.234915","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=232/59392, ttl=128 (reply in 43292)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:02.179607",""
"43292","178.239249","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=232/59392, ttl=254 (request in 43291)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:02.183941",""
"43299","179.259858","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=233/59648, ttl=128 (reply in 43300)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:03.204550",""
"43300","179.268426","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=233/59648, ttl=254 (request in 43299)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:03.213118",""
"43304","180.278072","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=234/59904, ttl=128 (reply in 43305)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:04.222764",""
"43305","180.283380","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=234/59904, ttl=254 (request in 43304)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:04.228072",""
"43308","181.306166","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=235/60160, ttl=128 (reply in 43309)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:05.250858",""
"43309","181.356547","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=235/60160, ttl=254 (request in 43308)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:05.301239",""
"43311","182.334752","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=236/60416, ttl=128 (reply in 43312)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:06.279444",""
"43312","182.357507","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=236/60416, ttl=254 (request in 43311)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:06.302199",""
"43318","183.339793","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=237/60672, ttl=128 (reply in 43319)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:07.284485",""
"43319","183.344139","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=237/60672, ttl=254 (request in 43318)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:07.288831",""
"43322","184.348950","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=238/60928, ttl=128 (reply in 43323)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:08.293642",""
"43323","184.355938","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=238/60928, ttl=254 (request in 43322)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:08.300630",""
"43337","185.375696","172.20.0.41","172.20.0.1","ICMP","1442","Echo (ping) request  id=0x0001, seq=239/61184, ttl=128 (reply in 43339)","","","ChongqingFug_3f:bf:53","Cisco_61:f5:1f","01:29:09.320388",""
"43339","185.387365","172.20.0.1","172.20.0.41","ICMP","1442","Echo (ping) reply    id=0x0001, seq=239/61184, ttl=254 (request in 43337)","","","Cisco_61:f5:1f","ChongqingFug_3f:bf:53","01:29:09.332057",""
